lat,lon,weight
42.50000000,-87.50000000,21418740.473742
42.50000000,-82.50000000,19307948.326446
42.50000000,-77.50000000,22576932.811994
42.50000000,-72.50000000,37836724.844799
42.50000000,-67.50000000,645715.272733
42.50000000,-62.50000000,589035.562377
42.50000000,-7.50000000,9604559.289691
42.50000000,-2.50000000,16595211.998334
42.50000000,2.50000000,16027341.177998
42.50000000,7.50000000,8991410.418080
42.50000000,12.50000000,22976600.712398
42.50000000,17.50000000,11798675.314770
42.50000000,22.50000000,16631326.532439
42.50000000,27.50000000,32664831.482300
42.50000000,32.50000000,6575370.479545
42.50000000,37.50000000,6810840.797615
42.50000000,42.50000000,12242773.908713
42.50000000,47.50000000,13069829.883980
42.50000000,52.50000000,1304437.693899
42.50000000,57.50000000,3938366.615378
42.50000000,62.50000000,3810154.677850
42.50000000,67.50000000,17430555.163369
42.50000000,72.50000000,17542847.979610
42.50000000,77.50000000,5622769.542783
42.50000000,82.50000000,6750805.680852
42.50000000,87.50000000,8491416.302269
42.50000000,92.50000000,1056454.601965
42.50000000,97.50000000,298821.975272
42.50000000,102.50000000,103884.487783
42.50000000,107.50000000,3595876.085874
42.50000000,112.50000000,11049261.936664
42.50000000,117.50000000,21652016.330962
42.50000000,122.50000000,39722723.150153
42.50000000,127.50000000,26787316.532595
42.50000000,132.50000000,2878219.673731
42.50000000,137.50000000,89026.446156
42.50000000,142.50000000,6588203.985612
42.50000000,147.50000000,63388.359354
47.50000000,-127.50000000,57698.830172
47.50000000,-122.50000000,13181848.337383
47.50000000,-117.50000000,2223520.358593
47.50000000,-112.50000000,938108.476882
47.50000000,-107.50000000,294276.818821
47.50000000,-102.50000000,426177.095260
47.50000000,-97.50000000,1951286.581449
47.50000000,-92.50000000,2887272.535981
47.50000000,-87.50000000,633357.717294
47.50000000,-82.50000000,613844.491067
47.50000000,-77.50000000,2211573.702191
47.50000000,-72.50000000,8246501.914006
47.50000000,-67.50000000,993241.938276
47.50000000,-62.50000000,848130.214514
47.50000000,-57.50000000,169190.526572
47.50000000,-52.50000000,362933.996940
47.50000000,-7.50000000,4674.927039
47.50000000,-2.50000000,9562823.166896
47.50000000,2.50000000,28155957.417341
47.50000000,7.50000000,47280812.112682
47.50000000,12.50000000,28198137.427637
47.50000000,17.50000000,26135610.592981
47.50000000,22.50000000,16706006.416838
47.50000000,27.50000000,14306737.759154
47.50000000,32.50000000,8847870.636550
47.50000000,37.50000000,15052059.566195
47.50000000,42.50000000,5718689.086457
47.50000000,47.50000000,1175557.712305
47.50000000,52.50000000,757573.822554
47.50000000,57.50000000,266386.224317
47.50000000,62.50000000,322762.793308
47.50000000,67.50000000,202771.249349
47.50000000,72.50000000,894520.458715
47.50000000,77.50000000,361274.591303
47.50000000,82.50000000,1622334.547670
47.50000000,87.50000000,903092.563783
47.50000000,92.50000000,239946.928303
47.50000000,97.50000000,189697.618894
47.50000000,102.50000000,530952.437692
47.50000000,107.50000000,2028367.323971
47.50000000,112.50000000,208705.019470
47.50000000,117.50000000,1116858.454780
47.50000000,122.50000000,9304172.124267
47.50000000,127.50000000,18139328.522962
47.50000000,132.50000000,6857167.791511
47.50000000,137.50000000,754306.831445
47.50000000,142.50000000,484066.957617
47.50000000,147.50000000,5810.436373
47.50000000,152.50000000,104.370780
52.50000000,-177.50000000,728.276543
52.50000000,-172.50000000,6.467365
52.50000000,-167.50000000,4577.882297
52.50000000,-162.50000000,49.097446
52.50000000,-132.50000000,19526.666227
52.50000000,-127.50000000,96215.602276
52.50000000,-122.50000000,351700.587064
52.50000000,-117.50000000,316213.135317
52.50000000,-112.50000000,4004860.474153
52.50000000,-107.50000000,669839.438729
52.50000000,-102.50000000,506361.054693
52.50000000,-97.50000000,177061.750206
52.50000000,-92.50000000,37118.530057
52.50000000,-87.50000000,10558.995676
52.50000000,-82.50000000,6336.543453
52.50000000,-77.50000000,12865.447707
52.50000000,-72.50000000,4238.214698
52.50000000,-67.50000000,51711.065112
52.50000000,-62.50000000,18187.252617
52.50000000,-57.50000000,20277.469260
52.50000000,-12.50000000,25496.759336
52.50000000,-7.50000000,7305561.678261
52.50000000,-2.50000000,52183323.784615
52.50000000,2.50000000,30278548.654879
52.50000000,7.50000000,47142070.877920
52.50000000,12.50000000,25822063.438840
52.50000000,17.50000000,22407729.769786
52.50000000,22.50000000,16528153.584247
52.50000000,27.50000000,8805159.912630
52.50000000,32.50000000,9056420.105237
52.50000000,37.50000000,10070825.638070
52.50000000,42.50000000,3239475.343646
52.50000000,47.50000000,6041648.971528
52.50000000,52.50000000,4082210.018835
52.50000000,57.50000000,5340140.904618
52.50000000,62.50000000,1393129.411543
