satellite_id,plane,slot,samples,sunlit_samples,sunlit_ratio_pct
563,25,13,1441,1219,84.5940319222762
564,25,14,1441,1219,84.5940319222762
565,25,15,1441,1219,84.5940319222762
566,25,16,1441,1219,84.5940319222762
567,25,17,1441,1219,84.5940319222762
568,25,18,1441,1212,84.10825815405968
569,25,19,1441,1205,83.62248438584317
570,25,20,1441,1196,82.99791811242193
571,25,21,1441,1187,82.37335183900069
572,26,0,1441,1342,93.12977099236642
573,26,1,1441,1343,93.19916724496878
574,26,2,1441,1342,93.12977099236642
575,26,3,1441,1342,93.12977099236642
576,26,4,1441,1344,93.26856349757114
577,26,5,1441,1343,93.19916724496878
578,26,6,1441,1342,93.12977099236642
579,26,7,1441,1344,93.26856349757114
580,26,8,1441,1346,93.40735600277586
581,26,9,1441,1354,93.96252602359472
582,26,10,1441,1355,94.03192227619708
583,26,11,1441,1355,94.03192227619708
584,26,12,1441,1355,94.03192227619708
585,26,13,1441,1356,94.10131852879944
586,26,14,1441,1355,94.03192227619708
587,26,15,1441,1355,94.03192227619708
588,26,16,1441,1355,94.03192227619708
589,26,17,1441,1355,94.03192227619708
590,26,18,1441,1354,93.96252602359472
591,26,19,1441,1345,93.3379597501735
592,26,20,1441,1342,93.12977099236642
593,26,21,1441,1342,93.12977099236642
594,27,0,1441,1441,100.0
595,27,1,1441,1441,100.0
596,27,2,1441,1441,100.0
597,27,3,1441,1441,100.0
598,27,4,1441,1441,100.0
599,27,5,1441,1441,100.0
600,27,6,1441,1441,100.0
601,27,7,1441,1441,100.0
602,27,8,1441,1441,100.0
603,27,9,1441,1441,100.0
604,27,10,1441,1441,100.0
605,27,11,1441,1441,100.0
606,27,12,1441,1441,100.0
607,27,13,1441,1441,100.0
608,27,14,1441,1441,100.0
609,27,15,1441,1441,100.0
610,27,16,1441,1441,100.0
611,27,17,1441,1441,100.0
612,27,18,1441,1441,100.0
613,27,19,1441,1441,100.0
614,27,20,1441,1441,100.0
615,27,21,1441,1441,100.0
616,28,0,1441,1441,100.0
617,28,1,1441,1441,100.0
618,28,2,1441,1441,100.0
